radius,time,R0
0.144987764443614,0,0.145
0.141655873925716,0.0025,0.145
0.140264555254376,0.005,0.145
0.139105668651874,0.0075,0.145
0.138043510897854,0.01,0.145
0.137046717696123,0.0125,0.145
0.136099533123487,0.015,0.145
0.135192552113956,0.0175,0.145
0.134322898961661,0.02,0.145
0.133486379013833,0.0225,0.145
0.132680088877444,0.025,0.145
0.131894362675347,0.0275,0.145
0.1311382581611,0.03,0.145
0.130403120322005,0.0325,0.145
0.129691077873511,0.035,0.145
0.129000144472136,0.0375,0.145
0.128323177233468,0.04,0.145
0.127667180056,0.0425,0.145
0.127029920163132,0.045,0.145
0.126406589084395,0.0475,0.145
0.125798982886265,0.05,0.145
0.125205370309101,0.0525,0.145
0.124634044080944,0.055,0.145
0.124074846995241,0.0575,0.145
0.123531037782162,0.06,0.145
0.122993500493734,0.0625,0.145
0.122470965306836,0.065,0.145
0.121960444953457,0.0675,0.145
0.12146064420508,0.07,0.145
0.120968651723366,0.0725,0.145
0.12048838352568,0.075,0.145
0.120021720690596,0.0775,0.145
0.11956792888292,0.08,0.145
0.119117429119057,0.0825,0.145
0.118675936212383,0.085,0.145
0.118247498094543,0.0875,0.145
0.117820590016238,0.09,0.145
0.117408780607308,0.0925,0.145
0.117009434456894,0.095,0.145
0.116613062052286,0.0975,0.145
0.116225276076699,0.1,0.145
0.115840706919425,0.1025,0.145
0.115463187451804,0.105,0.145
0.115092226096993,0.1075,0.145
0.11472846929219,0.11,0.145
0.114372476496831,0.1125,0.145
0.114023899203063,0.115,0.145
0.113681074048693,0.1175,0.145
0.113341102237187,0.12,0.145
0.113008300784986,0.1225,0.145
0.112682367250306,0.125,0.145
0.112361377357877,0.1275,0.145
0.112046702717664,0.13,0.145
0.11173398795257,0.1325,0.145
0.111422753350132,0.135,0.145
0.111118682404119,0.1375,0.145
0.110820567263183,0.14,0.145
0.110528615766033,0.1425,0.145
0.110233737361789,0.145,0.145
0.109947453201064,0.1475,0.145
0.10967031917611,0.15,0.145
0.109395091618332,0.1525,0.145
0.109122941884752,0.155,0.145
0.108854987602817,0.1575,0.145
0.108588106427928,0.16,0.145
0.108323450741416,0.1625,0.145
0.108062420378619,0.165,0.145
0.107805402093334,0.1675,0.145
0.107552248127547,0.17,0.145
0.107302817399998,0.1725,0.145
0.107056975109176,0.175,0.145
0.10681459236297,0.1775,0.145
0.106575545833821,0.18,0.145
0.106339717437102,0.1825,0.145
0.106103224614828,0.185,0.145
0.105868297687863,0.1875,0.145
0.105636699808372,0.19,0.145
0.105408316870934,0.1925,0.145
0.105183039390167,0.195,0.145
0.104960092961746,0.1975,0.145
0.104738913763671,0.2,0.145
0.104519308481593,0.2025,0.145
0.104302630326815,0.205,0.145
0.104084940574219,0.2075,0.145
0.103869034755132,0.21,0.145
0.103656327248904,0.2125,0.145
0.1034467187115,0.215,0.145
0.103240113457452,0.2175,0.145
0.103036419279032,0.22,0.145
0.102835547275702,0.2225,0.145
0.102632124506738,0.225,0.145
0.102430159349882,0.2275,0.145
0.102232386503935,0.23,0.145
0.102038701502878,0.2325,0.145
0.101845559145488,0.235,0.145
0.101649857861581,0.2375,0.145
0.101462984938984,0.24,0.145
0.101270259934194,0.2425,0.145
0.101079258465424,0.245,0.145
0.10088991842635,0.2475,0.145
0.100702179477203,0.25,0.145
0.100515982955909,0.2525,0.145
0.100331271794029,0.255,0.145
0.100147990435861,0.2575,0.145
0.0999656988624423,0.26,0.145
0.0997838961107324,0.2625,0.145
0.0996034342718223,0.265,0.145
0.099424261409421,0.2675,0.145
0.0992457987979377,0.27,0.145
0.0990685036432846,0.2725,0.145
0.0988923807683044,0.275,0.145
0.0987153369044512,0.2775,0.145
0.0985382526055426,0.28,0.145
0.0983623745066474,0.2825,0.145
0.0981876549354429,0.285,0.145
0.0980140472323208,0.2875,0.145
0.0978411935170551,0.29,0.145
0.0976680323622681,0.2925,0.145
0.0974959224071923,0.295,0.145
0.0973248191936806,0.2975,0.145
0.0971546790909257,0.3,0.145
0.096985459248067,0.3025,0.145
0.0968171175485217,0.305,0.145
0.0966496125652721,0.3075,0.145
0.096478651259118,0.31,0.145
0.0963085662322833,0.3125,0.145
0.0961395243681522,0.315,0.145
0.0959714854985964,0.3175,0.145
0.0958044101627486,0.32,0.145
0.0956382595683623,0.3225,0.145
0.0954729955542827,0.325,0.145
