radius,time,R0
0.109971510288674,0,0.11
0.108806405431587,0.0025,0.11
0.108367228261244,0.005,0.11
0.108002944594347,0.0075,0.11
0.107670413838031,0.01,0.11
0.10736017352826,0.0125,0.11
0.107066007931162,0.015,0.11
0.106782901784074,0.0175,0.11
0.106508609179832,0.02,0.11
0.106242736282269,0.0225,0.11
0.105981890629855,0.025,0.11
0.105726017710313,0.0275,0.11
0.105474794399799,0.03,0.11
0.10522651370218,0.0325,0.11
0.104980456352453,0.035,0.11
0.104738108187471,0.0375,0.11
0.104499932418951,0.04,0.11
0.104257854018874,0.0425,0.11
0.104110716085136,0.045,0.11
0.103895301109349,0.0475,0.11
0.103688514777559,0.05,0.11
0.103489425961147,0.0525,0.11
0.103296019681981,0.055,0.11
0.103109050902164,0.0575,0.11
0.10292773988955,0.06,0.11
0.10275143918557,0.0625,0.11
0.102578555630197,0.065,0.11
0.102410456662131,0.0675,0.11
0.102246800181986,0.07,0.11
0.102086774777081,0.0725,0.11
0.101930299657643,0.075,0.11
0.101777406803872,0.0775,0.11
0.101626131549486,0.08,0.11
0.101476307308894,0.0825,0.11
0.101330068779468,0.085,0.11
0.101187333430113,0.0875,0.11
0.10104811657839,0.09,0.11
0.100906226128616,0.0925,0.11
0.100751103047958,0.095,0.11
0.100622126815917,0.0975,0.11
0.100496261371576,0.1,0.11
0.100373076256536,0.1025,0.11
0.100253543749311,0.105,0.11
0.100137460529745,0.1075,0.11
0.100024161363447,0.11,0.11
0.0999138206307341,0.1125,0.11
0.0998064677606375,0.115,0.11
0.0997019289655141,0.1175,0.11
0.099599964230878,0.12,0.11
0.0995003675737495,0.1225,0.11
0.0994033481351525,0.125,0.11
0.099308782813625,0.1275,0.11
0.0992165572654031,0.13,0.11
0.0991263125730422,0.1325,0.11
0.0990383670811868,0.135,0.11
0.0989526405783786,0.1375,0.11
0.0988690230798886,0.14,0.11
0.0987874094161423,0.1425,0.11
0.0987074958883139,0.145,0.11
0.0986294808269417,0.1475,0.11
0.0985533088773725,0.15,0.11
0.0984788782662308,0.1525,0.11
0.0984060907020651,0.155,0.11
0.098334851060397,0.1575,0.11
0.0982650670880736,0.16,0.11
0.0981962293708145,0.1625,0.11
0.0981286008556664,0.165,0.11
0.0980619974016944,0.1675,0.11
0.0979964032203105,0.17,0.11
0.0979310899252252,0.1725,0.11
0.0978670794600148,0.175,0.11
0.0978042866595063,0.1775,0.11
0.0977426302110826,0.18,0.11
0.0976820329560407,0.1825,0.11
0.0976224223284111,0.185,0.11
0.0975637309412496,0.1875,0.11
0.0975058973220715,0.19,0.11
0.0974488667854079,0.1925,0.11
0.0973925924139233,0.195,0.11
0.0973370360932767,0.1975,0.11
0.0972821695200655,0.2,0.11
0.0972268218257914,0.2025,0.11
0.0971698178189782,0.205,0.11
0.0971142004680972,0.2075,0.11
0.097060018612877,0.21,0.11
0.0970073258136361,0.2125,0.11
0.0969561763803282,0.215,0.11
0.0970272949588911,0.2175,0.11
0.0969819119177024,0.22,0.11
0.0969375991114783,0.2225,0.11
0.0968943432602644,0.225,0.11
0.0968521291020593,0.2275,0.11
0.0968109395959949,0.23,0.11
0.0967707562322972,0.2325,0.11
0.0967315593910725,0.235,0.11
0.0966933287016847,0.2375,0.11
0.0966560433665614,0.24,0.11
0.0966196824297062,0.2425,0.11
0.096584224982694,0.245,0.11
0.096549650310698,0.2475,0.11
0.0965159379878101,0.25,0.11
0.0964830679314819,0.2525,0.11
0.0964509964195356,0.255,0.11
0.0964196608489364,0.2575,0.11
0.0963891183312493,0.26,0.11
0.0963593506390495,0.2625,0.11
