radius,time,R0
0.104987123122503,0,0.105
0.104427566149587,0.0025,0.105
0.104021973726372,0.005,0.105
0.10354575010638,0.0075,0.105
0.103014005635394,0.01,0.105
0.102455509640542,0.0125,0.105
0.101899215606882,0.015,0.105
0.101357718431018,0.0175,0.105
0.100807622200913,0.02,0.105
0.100270004611627,0.0225,0.105
0.099742785652362,0.025,0.105
0.0992252778643024,0.0275,0.105
0.0987158005954874,0.03,0.105
0.0982126618329408,0.0325,0.105
0.0977208121150232,0.035,0.105
0.0972379255923132,0.0375,0.105
0.0967666343962264,0.04,0.105
0.0962960340559274,0.0425,0.105
0.0958367731019574,0.045,0.105
0.095389205742969,0.0475,0.105
0.0949423203609356,0.05,0.105
0.0945021660947604,0.0525,0.105
0.0940681316276138,0.055,0.105
0.0936565719952582,0.0575,0.105
0.0932386147971686,0.06,0.105
0.0928301809685521,0.0625,0.105
0.0924303416030631,0.065,0.105
0.0920382486497757,0.0675,0.105
0.0916531274619674,0.07,0.105
0.0912704560349311,0.0725,0.105
0.0908899647329721,0.075,0.105
0.0905150997621266,0.0775,0.105
0.0901475543486511,0.08,0.105
0.0897866740819811,0.0825,0.105
0.0894318591521723,0.085,0.105
0.089080589745,0.0875,0.105
0.0887260008203516,0.09,0.105
0.0883782661399146,0.0925,0.105
0.0880369650404531,0.095,0.105
0.0877024364277005,0.0975,0.105
0.087371217087257,0.1,0.105
0.0870347548741181,0.1025,0.105
0.0867086401512946,0.105,0.105
0.0863895074360806,0.1075,0.105
0.0860816548908536,0.11,0.105
0.0857750414092253,0.1125,0.105
0.0854688475787976,0.115,0.105
0.0851669508739794,0.1175,0.105
0.0848689908561801,0.12,0.105
0.0845746299825369,0.1225,0.105
0.0842820392407106,0.125,0.105
0.0839881462553539,0.1275,0.105
0.0836963631150531,0.13,0.105
0.0834088684731913,0.1325,0.105
0.0831253384279221,0.135,0.105
0.082844508084429,0.1375,0.105
0.0825662258113462,0.14,0.105
0.0822916640840369,0.1425,0.105
0.0820206650238639,0.145,0.105
0.0817529507583423,0.1475,0.105
0.0814841050761309,0.15,0.105
0.081215501825303,0.1525,0.105
0.0809505772227003,0.155,0.105
0.0806892806706999,0.1575,0.105
0.0804309392598735,0.16,0.105
0.0801741057969136,0.1625,0.105
0.0799197812991633,0.165,0.105
0.0796633540017614,0.1675,0.105
0.0794064650492302,0.17,0.105
0.0791540370019925,0.1725,0.105
0.0789073048270258,0.175,0.105
0.0786612156252975,0.1775,0.105
0.0784179437205096,0.18,0.105
0.0781872015538085,0.1825,0.105
0.0779471293034854,0.185,0.105
